,ID,identifiant_individu,time_strat,time_end,identifiant_capteur,LSM_csv_filename
1549,1549,72057594043263875,2020-05-02 16:54:08.3501,2020-05-02 16:54:08.3501,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043263875
1550,1550,72057594043264613,2020-05-02 16:54:08.3501,2020-05-02 16:54:08.3501,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043264613
1551,1551,72057594043263875,2020-05-02 16:54:08.4504,2020-05-02 16:54:08.4504,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043263875
1552,1552,72057594043264613,2020-05-02 16:54:08.4504,2020-05-02 16:54:08.4504,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043264613
1553,1553,72057594043263875,2020-05-02 16:54:08.5836,2020-05-02 16:54:08.5836,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043263875
1554,1554,72057594043264613,2020-05-02 16:54:08.5836,2020-05-02 16:54:08.5836,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043264613
1555,1555,72057594043263875,2020-05-02 16:54:08.7164,2020-05-02 16:54:08.7164,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043263875
1556,1556,72057594043264613,2020-05-02 16:54:08.7164,2020-05-02 16:54:08.7164,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043264613
1557,1557,72057594043263875,2020-05-02 16:54:08.8166,2020-05-02 16:54:08.8166,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043263875
1558,1558,72057594043264613,2020-05-02 16:54:08.8166,2020-05-02 16:54:08.8166,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043264613
1559,1559,72057594043263875,2020-05-02 16:54:08.9174,2020-05-02 16:54:08.9174,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043263875
1560,1560,72057594043264613,2020-05-02 16:54:08.9174,2020-05-02 16:54:08.9174,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043264613
1561,1561,72057594043263875,2020-05-02 16:54:09.0503,2020-05-02 16:54:09.0503,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043263875
1562,1562,72057594043264613,2020-05-02 16:54:09.0503,2020-05-02 16:54:09.0503,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043264613
1563,1563,72057594043263875,2020-05-02 16:54:09.1505,2020-05-02 16:54:09.1505,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043263875
1564,1564,72057594043264613,2020-05-02 16:54:09.1505,2020-05-02 16:54:09.1505,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043264613
1565,1565,72057594043263875,2020-05-02 16:54:09.2505,2020-05-02 16:54:09.2505,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043263875
1566,1566,72057594043264613,2020-05-02 16:54:09.2505,2020-05-02 16:54:09.2505,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043264613
1567,1567,72057594043263875,2020-05-02 16:54:09.3506,2020-05-02 16:54:09.3506,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043263875
1568,1568,72057594043264613,2020-05-02 16:54:09.3506,2020-05-02 16:54:09.3506,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043264613
1569,1569,72057594043263875,2020-05-02 16:54:09.4506,2020-05-02 16:54:09.4506,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043263875
1570,1570,72057594043264613,2020-05-02 16:54:09.4506,2020-05-02 16:54:09.4506,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043264613
1571,1571,72057594043263875,2020-05-02 16:54:09.5512,2020-05-02 16:54:09.5512,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043263875
1572,1572,72057594043264613,2020-05-02 16:54:09.5512,2020-05-02 16:54:09.5512,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043264613
1573,1573,72057594043263875,2020-05-02 16:54:09.6514,2020-05-02 16:54:09.6514,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043263875
1574,1574,72057594043264613,2020-05-02 16:54:09.6514,2020-05-02 16:54:09.6514,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043264613
1575,1575,72057594043263875,2020-05-02 16:54:09.7843,2020-05-02 16:54:09.7843,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043263875
1576,1576,72057594043264613,2020-05-02 16:54:09.7843,2020-05-02 16:54:09.7843,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043264613
1577,1577,72057594043263875,2020-05-02 16:54:09.8844,2020-05-02 16:54:09.8844,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043263875
1578,1578,72057594043264613,2020-05-02 16:54:09.8844,2020-05-02 16:54:09.8844,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043264613
1579,1579,72057594043263875,2020-05-02 16:54:09.9841,2020-05-02 16:54:09.9841,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043263875
1580,1580,72057594043264613,2020-05-02 16:54:09.9841,2020-05-02 16:54:09.9841,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043264613
1581,1581,72057594043263875,2020-05-02 16:54:10.1148,2020-05-02 16:54:10.1148,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043263875
1582,1582,72057594043264613,2020-05-02 16:54:10.1148,2020-05-02 16:54:10.1148,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043264613
1583,1583,72057594043263875,2020-05-02 16:54:10.2155,2020-05-02 16:54:10.2155,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043263875
1584,1584,72057594043264613,2020-05-02 16:54:10.2155,2020-05-02 16:54:10.2155,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043264613
1585,1585,72057594043263875,2020-05-02 16:54:10.3157,2020-05-02 16:54:10.3157,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043263875
1586,1586,72057594043264613,2020-05-02 16:54:10.3157,2020-05-02 16:54:10.3157,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043264613
1587,1587,72057594043263875,2020-05-02 16:54:10.4158,2020-05-02 16:54:10.4158,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043263875
1588,1588,72057594043264613,2020-05-02 16:54:10.4158,2020-05-02 16:54:10.4158,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043264613
1589,1589,72057594043263875,2020-05-02 16:54:10.5157,2020-05-02 16:54:10.5157,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043263875
1590,1590,72057594043264613,2020-05-02 16:54:10.5157,2020-05-02 16:54:10.5157,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043264613
1591,1591,72057594043263875,2020-05-02 16:54:10.6161,2020-05-02 16:54:10.6161,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043263875
1592,1592,72057594043264613,2020-05-02 16:54:10.6161,2020-05-02 16:54:10.6161,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043264613
1593,1593,72057594043263875,2020-05-02 16:54:10.7160,2020-05-02 16:54:10.7160,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043263875
1594,1594,72057594043264613,2020-05-02 16:54:10.7160,2020-05-02 16:54:10.7160,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043264613
1595,1595,72057594043263875,2020-05-02 16:54:10.8153,2020-05-02 16:54:10.8153,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043263875
1596,1596,72057594043264613,2020-05-02 16:54:10.8153,2020-05-02 16:54:10.8153,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043264613
1597,1597,72057594043263875,2020-05-02 16:54:10.9151,2020-05-02 16:54:10.9151,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043263875
1598,1598,72057594043264613,2020-05-02 16:54:10.9151,2020-05-02 16:54:10.9151,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043264613
1599,1599,72057594043263875,2020-05-02 16:54:11.0160,2020-05-02 16:54:11.0160,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043263875
1600,1600,72057594043264613,2020-05-02 16:54:11.0160,2020-05-02 16:54:11.0160,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043264613
1601,1601,72057594043263875,2020-05-02 16:54:11.1487,2020-05-02 16:54:11.1487,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043263875
1602,1602,72057594043264613,2020-05-02 16:54:11.1487,2020-05-02 16:54:11.1487,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043264613
1603,1603,72057594043263875,2020-05-02 16:54:11.2487,2020-05-02 16:54:11.2487,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043263875
1604,1604,72057594043264613,2020-05-02 16:54:11.2487,2020-05-02 16:54:11.2487,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043264613
1605,1605,72057594043263875,2020-05-02 16:54:11.3485,2020-05-02 16:54:11.3485,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043263875
1606,1606,72057594043264613,2020-05-02 16:54:11.3485,2020-05-02 16:54:11.3485,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043264613
1607,1607,72057594043263875,2020-05-02 16:54:11.4489,2020-05-02 16:54:11.4489,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043263875
1608,1608,72057594043264613,2020-05-02 16:54:11.4489,2020-05-02 16:54:11.4489,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043264613
1609,1609,72057594043263875,2020-05-02 16:54:11.5814,2020-05-02 16:54:11.5814,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043263875
1610,1610,72057594043264613,2020-05-02 16:54:11.5814,2020-05-02 16:54:11.5814,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043264613
1611,1611,72057594043263875,2020-05-02 16:54:11.6820,2020-05-02 16:54:11.6820,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043263875
1612,1612,72057594043264613,2020-05-02 16:54:11.6820,2020-05-02 16:54:11.6820,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043264613
1613,1613,72057594043263875,2020-05-02 16:54:11.8166,2020-05-02 16:54:11.8166,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043263875
1614,1614,72057594043264613,2020-05-02 16:54:11.8166,2020-05-02 16:54:11.8166,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043264613
1615,1615,72057594043263875,2020-05-02 16:54:11.9163,2020-05-02 16:54:11.9163,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043263875
1616,1616,72057594043264613,2020-05-02 16:54:11.9163,2020-05-02 16:54:11.9163,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043264613
1617,1617,72057594043263875,2020-05-02 16:54:12.0485,2020-05-02 16:54:12.0485,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043263875
1618,1618,72057594043264613,2020-05-02 16:54:12.0485,2020-05-02 16:54:12.0485,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043264613
1619,1619,72057594043263875,2020-05-02 16:54:12.1485,2020-05-02 16:54:12.1485,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043263875
1620,1620,72057594043264613,2020-05-02 16:54:12.1485,2020-05-02 16:54:12.1485,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043264613
1621,1621,72057594043263875,2020-05-02 16:54:12.2491,2020-05-02 16:54:12.2491,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043263875
1622,1622,72057594043264613,2020-05-02 16:54:12.2491,2020-05-02 16:54:12.2491,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043264613
1623,1623,72057594043263875,2020-05-02 16:54:12.3492,2020-05-02 16:54:12.3492,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043263875
1624,1624,72057594043264613,2020-05-02 16:54:12.3492,2020-05-02 16:54:12.3492,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043264613
1625,1625,72057594043263875,2020-05-02 16:54:12.4489,2020-05-02 16:54:12.4489,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043263875
1626,1626,72057594043264613,2020-05-02 16:54:12.4489,2020-05-02 16:54:12.4489,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043264613
1627,1627,72057594043263875,2020-05-02 16:54:12.5480,2020-05-02 16:54:12.5480,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043263875
1628,1628,72057594043264613,2020-05-02 16:54:12.5480,2020-05-02 16:54:12.5480,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043264613
1629,1629,72057594043263875,2020-05-02 16:54:12.6485,2020-05-02 16:54:12.6485,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043263875
1630,1630,72057594043264613,2020-05-02 16:54:12.6485,2020-05-02 16:54:12.6485,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043264613
1631,1631,72057594043263875,2020-05-02 16:54:12.7482,2020-05-02 16:54:12.7482,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043263875
1632,1632,72057594043264613,2020-05-02 16:54:12.7482,2020-05-02 16:54:12.7482,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043264613
1633,1633,72057594043263875,2020-05-02 16:54:12.8814,2020-05-02 16:54:12.8814,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043263875
1634,1634,72057594043264613,2020-05-02 16:54:12.8814,2020-05-02 16:54:12.8814,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043264613
1635,1635,72057594043263875,2020-05-02 16:54:12.9813,2020-05-02 16:54:12.9813,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043263875
1636,1636,72057594043264613,2020-05-02 16:54:12.9813,2020-05-02 16:54:12.9813,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043264613
1637,1637,72057594043263875,2020-05-02 16:54:13.0819,2020-05-02 16:54:13.0819,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043263875
1638,1638,72057594043264613,2020-05-02 16:54:13.0819,2020-05-02 16:54:13.0819,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043264613
1639,1639,72057594043263875,2020-05-02 16:54:13.1813,2020-05-02 16:54:13.1813,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043263875
1640,1640,72057594043264613,2020-05-02 16:54:13.1813,2020-05-02 16:54:13.1813,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043264613
1641,1641,72057594043263875,2020-05-02 16:54:13.2815,2020-05-02 16:54:13.2815,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043263875
1642,1642,72057594043264613,2020-05-02 16:54:13.2815,2020-05-02 16:54:13.2815,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043264613
1643,1643,72057594043263875,2020-05-02 16:54:13.4186,2020-05-02 16:54:13.4186,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043263875
1644,1644,72057594043264613,2020-05-02 16:54:13.4186,2020-05-02 16:54:13.4186,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043264613
1645,1645,72057594043263875,2020-05-02 16:54:13.5194,2020-05-02 16:54:13.5194,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043263875
1646,1646,72057594043264613,2020-05-02 16:54:13.5194,2020-05-02 16:54:13.5194,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043264613
1647,1647,72057594043263875,2020-05-02 16:54:13.6506,2020-05-02 16:54:13.6506,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043263875
1648,1648,72057594043264613,2020-05-02 16:54:13.6506,2020-05-02 16:54:13.6506,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043264613
1649,1649,72057594043263875,2020-05-02 16:54:13.7501,2020-05-02 16:54:13.7501,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043263875
1650,1650,72057594043264613,2020-05-02 16:54:13.7501,2020-05-02 16:54:13.7501,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043264613
1651,1651,72057594043263875,2020-05-02 16:54:13.8490,2020-05-02 16:54:13.8490,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043263875
1652,1652,72057594043264613,2020-05-02 16:54:13.8490,2020-05-02 16:54:13.8490,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043264613
1653,1653,72057594043263875,2020-05-02 16:54:13.9822,2020-05-02 16:54:13.9822,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043263875
1654,1654,72057594043264613,2020-05-02 16:54:13.9822,2020-05-02 16:54:13.9822,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043264613
1655,1655,72057594043263875,2020-05-02 16:54:14.1165,2020-05-02 16:54:14.1165,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043263875
1656,1656,72057594043264613,2020-05-02 16:54:14.1165,2020-05-02 16:54:14.1165,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043264613
1657,1657,72057594043263875,2020-05-02 16:54:14.2161,2020-05-02 16:54:14.2161,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043263875
1658,1658,72057594043264613,2020-05-02 16:54:14.2161,2020-05-02 16:54:14.2161,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043264613
1659,1659,72057594043263875,2020-05-02 16:54:14.3484,2020-05-02 16:54:14.3484,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043263875
1660,1660,72057594043264613,2020-05-02 16:54:14.3484,2020-05-02 16:54:14.3484,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043264613
1661,1661,72057594043263875,2020-05-02 16:54:14.4492,2020-05-02 16:54:14.4492,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043263875
1662,1662,72057594043264613,2020-05-02 16:54:14.4492,2020-05-02 16:54:14.4492,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043264613
1663,1663,72057594043263875,2020-05-02 16:54:14.5826,2020-05-02 16:54:14.5826,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043263875
1664,1664,72057594043264613,2020-05-02 16:54:14.5826,2020-05-02 16:54:14.5826,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043264613
1665,1665,72057594043263875,2020-05-02 16:54:14.7156,2020-05-02 16:54:14.7156,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043263875
1666,1666,72057594043264613,2020-05-02 16:54:14.7156,2020-05-02 16:54:14.7156,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043264613
1667,1667,72057594043263875,2020-05-02 16:54:14.8159,2020-05-02 16:54:14.8159,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043263875
1668,1668,72057594043264613,2020-05-02 16:54:14.8159,2020-05-02 16:54:14.8159,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043264613
1669,1669,72057594043263875,2020-05-02 16:54:14.9164,2020-05-02 16:54:14.9164,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043263875
1670,1670,72057594043264613,2020-05-02 16:54:14.9164,2020-05-02 16:54:14.9164,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043264613
1671,1671,72057594043263875,2020-05-02 16:54:15.0159,2020-05-02 16:54:15.0159,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043263875
1672,1672,72057594043264613,2020-05-02 16:54:15.0159,2020-05-02 16:54:15.0159,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043264613
1673,1673,72057594043263875,2020-05-02 16:54:15.1151,2020-05-02 16:54:15.1151,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043263875
1674,1674,72057594043264613,2020-05-02 16:54:15.1151,2020-05-02 16:54:15.1151,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043264613
1675,1675,72057594043263875,2020-05-02 16:54:15.2156,2020-05-02 16:54:15.2156,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043263875
1676,1676,72057594043264613,2020-05-02 16:54:15.2156,2020-05-02 16:54:15.2156,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043264613
1677,1677,72057594043263875,2020-05-02 16:54:15.3162,2020-05-02 16:54:15.3162,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043263875
1678,1678,72057594043264613,2020-05-02 16:54:15.3162,2020-05-02 16:54:15.3162,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043264613
1679,1679,72057594043263875,2020-05-02 16:54:15.4494,2020-05-02 16:54:15.4494,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043263875
1680,1680,72057594043264613,2020-05-02 16:54:15.4494,2020-05-02 16:54:15.4494,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043264613
1681,1681,72057594043263875,2020-05-02 16:54:15.5822,2020-05-02 16:54:15.5822,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043263875
1682,1682,72057594043264613,2020-05-02 16:54:15.5822,2020-05-02 16:54:15.5822,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043264613
1683,1683,72057594043263875,2020-05-02 16:54:15.6820,2020-05-02 16:54:15.6820,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043263875
1684,1684,72057594043264613,2020-05-02 16:54:15.6820,2020-05-02 16:54:15.6820,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043264613
1685,1685,72057594043263875,2020-05-02 16:54:15.7822,2020-05-02 16:54:15.7822,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043263875
1686,1686,72057594043264613,2020-05-02 16:54:15.7822,2020-05-02 16:54:15.7822,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043264613
1687,1687,72057594043263875,2020-05-02 16:54:15.8822,2020-05-02 16:54:15.8822,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043263875
1688,1688,72057594043264613,2020-05-02 16:54:15.8822,2020-05-02 16:54:15.8822,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043264613
1689,1689,72057594043263875,2020-05-02 16:54:15.9821,2020-05-02 16:54:15.9821,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043263875
1690,1690,72057594043264613,2020-05-02 16:54:15.9821,2020-05-02 16:54:15.9821,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043264613
1691,1691,72057594043263875,2020-05-02 16:54:16.0823,2020-05-02 16:54:16.0823,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043263875
1692,1692,72057594043264613,2020-05-02 16:54:16.0823,2020-05-02 16:54:16.0823,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043264613
1693,1693,72057594043263875,2020-05-02 16:54:16.2153,2020-05-02 16:54:16.2153,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043263875
1694,1694,72057594043264613,2020-05-02 16:54:16.2153,2020-05-02 16:54:16.2153,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043264613
1695,1695,72057594043263875,2020-05-02 16:54:16.3153,2020-05-02 16:54:16.3153,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043263875
1696,1696,72057594043264613,2020-05-02 16:54:16.3153,2020-05-02 16:54:16.3153,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043264613
1697,1697,72057594043263875,2020-05-02 16:54:16.4157,2020-05-02 16:54:16.4157,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043263875
1698,1698,72057594043264613,2020-05-02 16:54:16.4157,2020-05-02 16:54:16.4157,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043264613
1699,1699,72057594043263875,2020-05-02 16:54:16.5161,2020-05-02 16:54:16.5161,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043263875
1700,1700,72057594043264613,2020-05-02 16:54:16.5161,2020-05-02 16:54:16.5161,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043264613
1701,1701,72057594043263875,2020-05-02 16:54:16.6156,2020-05-02 16:54:16.6156,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043263875
1702,1702,72057594043264613,2020-05-02 16:54:16.6156,2020-05-02 16:54:16.6156,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043264613
1703,1703,72057594043263875,2020-05-02 16:54:16.7153,2020-05-02 16:54:16.7153,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043263875
1704,1704,72057594043264613,2020-05-02 16:54:16.7153,2020-05-02 16:54:16.7153,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043264613
1705,1705,72057594043263875,2020-05-02 16:54:16.8162,2020-05-02 16:54:16.8162,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043263875
1706,1706,72057594043264613,2020-05-02 16:54:16.8162,2020-05-02 16:54:16.8162,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043264613
1707,1707,72057594043263875,2020-05-02 16:54:16.9162,2020-05-02 16:54:16.9162,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043263875
1708,1708,72057594043264613,2020-05-02 16:54:16.9162,2020-05-02 16:54:16.9162,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043264613
1709,1709,72057594043263875,2020-05-02 16:54:17.0160,2020-05-02 16:54:17.0160,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043263875
1710,1710,72057594043264613,2020-05-02 16:54:17.0160,2020-05-02 16:54:17.0160,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043264613
1711,1711,72057594043263875,2020-05-02 16:54:17.1489,2020-05-02 16:54:17.1489,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043263875
1712,1712,72057594043264613,2020-05-02 16:54:17.1489,2020-05-02 16:54:17.1489,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043264613
1713,1713,72057594043263875,2020-05-02 16:54:17.2484,2020-05-02 16:54:17.2484,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043263875
1714,1714,72057594043264613,2020-05-02 16:54:17.2484,2020-05-02 16:54:17.2484,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043264613
1715,1715,72057594043263875,2020-05-02 16:54:17.3819,2020-05-02 16:54:17.3819,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043263875
1716,1716,72057594043264613,2020-05-02 16:54:17.3819,2020-05-02 16:54:17.3819,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043264613
1717,1717,72057594043263875,2020-05-02 16:54:17.5157,2020-05-02 16:54:17.5157,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043263875
1718,1718,72057594043264613,2020-05-02 16:54:17.5157,2020-05-02 16:54:17.5157,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043264613
1719,1719,72057594043263875,2020-05-02 16:54:17.6166,2020-05-02 16:54:17.6166,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043263875
1720,1720,72057594043264613,2020-05-02 16:54:17.6166,2020-05-02 16:54:17.6166,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043264613
1721,1721,72057594043263875,2020-05-02 16:54:17.7166,2020-05-02 16:54:17.7166,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043263875
1722,1722,72057594043264613,2020-05-02 16:54:17.7166,2020-05-02 16:54:17.7166,14,./LMS2020-05-02LMS/11142020-05-02_16h54_72057594043264613
